Phrase_ID,Source_Dataset,Resume_ID,Category_or_Label,Phrase,Word_Count
P000174,resume_classification_phrases,DS2_00700,5,"03/2015 to 08/2015 Event manager Company Name － City , State Worked quickly and efficiently, with minimal oversight, to accomplish assigned duties.",18
P000175,sales_phrases,23032182,SALES,"03/2015 to Current Swim Instructor Company Name – City , State Cultivated positive relationships with children and adults by interacting with them during one on one and group sessions.",26
P000176,sales_phrases,23032182,SALES,"03/2015 to Current Swim Instructor Company Name – City , State to head the start up of a Swim Lesson program for children and adults.",22
P000177,resume_classification_phrases,DS2_00074,4,"04/1991 to 03/1996 Operations / Graphics Coordinator Company Name – City , State Managed a staff of seven in the production and design of yellow pages for over 20 universities.",25
P000178,resume_classification_phrases,DS2_00100,13,"04/1992 - 09/2000 Company Name － City , State Aviation Machinist Mate Supervised the creation and validation of anti-terrorism plans on all ships.",17
P000179,resume_classification_phrases,DS2_00079,13,"04/1996 to 09/1997 ELECTRONIC PUBLISHING MANAGER Company Name － City , State Responsible for all aspects of America Online (AOL) project and interim internet project (AAA.com).",21
P000180,sales_phrases,29815762,SALES,"04/1998 to 10/2000 Kennel Worker Company Name － City , State Conducted physical exams and other routine health care procedures.",16
P000181,resume_classification_phrases,DS2_00063,18,"04/1999 to 08/2007 Credit / Collections Analyst Company Name － City , State Co-managed the Authority's short-term operational investment portfolios and intermediate-term reserve investment portfolios, totaling $300 million.",20
P000182,resume_classification_phrases,DS2_00305,15,"04/2000 to 03/2001 Senior Credit Representative Company Name － City , State Demonstrated strong project management skills through competent management of 26 sales centers' accounts in the Florida Division.",25
P000183,resume_classification_phrases,DS2_00666,21,"04/2005 to 01/2011 Banking Center Assistant Manager Company Name Select, develop and retain a diverse team of high performing individuals.",18
P000184,sales_phrases,16511249,SALES,"04/2006 to 06/2008 Security Officer Company Name - City , State Monitored the entire facility using CCTV while simultaneously performing dispatch duties.",18
P000185,resume_classification_phrases,DS2_00695,18,"04/2006 to Current Church Administrator Company Name － City , State Plans and implements appropriate $140,000 annual budget (average) and accounting systems.",18
P000186,resume_classification_phrases,DS2_00542,2,"04/2007 to 03/2016 Information Technology Support Specialist Company Name － City , State Identify, troubleshoot, install, program, configure, upgrade, analyze and maintain various computer and network peripherals including mobile data computing devices.",28
P000187,resume_classification_phrases,DS2_00003,2,"04/2007 to 10/2007 Manager Company Name － City , State Managed and assisted in development of major incident management procedures to be followed by IT staff in resolving network related issues.",27
P000188,sales_phrases,29815762,SALES,"04/2008 to 06/2008 Cycle Counter Company Name － City , State Used SAP to preformed cycle counting for inventory control.",16
P000189,resume_classification_phrases,DS2_00594,16,"04/2008 to 10/2010 Assistant Store Manager Company Name － City , State Ensure Making Women Feel Beautiful is the top priority at all time.",20
P000190,sales_phrases,17704246,SALES,"04/2009 to 09/2016 Stock Associate/ Stock management Company Name － City , State Resolved customer problems by investigating issues, answering questions and building rapport.",19
P000191,sales_phrases,36621169,SALES,"04/2010 to 06/2011 Sales Associate Company Name － City , State Sales associate in a fast paced, highly trafficked retail store.",17
P000192,resume_classification_phrases,DS2_00498,18,"04/2010 to 07/2014 Accounting Manager Company Name － City , State Responsible for financial management functions including preparation and delivery of monthly/quarterly financial statements, and variance analysis for several cost centers.",26
P000193,sales_phrases,29815762,SALES,"04/2011 to 07/2012 Cashier Company Name － City , State Took phone orders and shipped out products to customers.",15
P000194,sales_phrases,19156751,SALES,"04/2014 to 02/2016 Server/bar tender Company Name － City , State Analyzed customer requirements for future products.",12
P000195,sales_phrases,23032182,SALES,"04/2014 to 08/2016 Waiter Company Name – City , State Demonstrated that customers come first by serving them with a sense of urgency.",19
P000196,sales_phrases,23032182,SALES,"04/2014 to Current Waiter Company Name – City , State Planned and coordinated staff to attend and cater parties.",16
P000197,resume_classification_phrases,DS2_00123,12,"04/2015 to 07/2016 Coordinator Company Name － City , State Supported the marketing leadership team, acting as a liaison across seven marketing channels and among several agency partnerships.",24
P000198,sales_phrases,39581020,SALES,"04/2015 to 11/2015 Cashier/Server Company Name － City , State Consistently provided professional, friendly, and engaging service.",12
P000199,resume_classification_phrases,DS2_00387,12,"04/2016 to 03/2017 Manager Company Name － City , State Execute, manage, and optimize online media campaigns for agency clients through Demand Side Platforms",20
P000200,resume_classification_phrases,DS2_00347,21,"05/1998 to 12/2000 Assistant Facilities Manager Company Name － City , State I managed and organized maintenance employees and contractors on the premises daily to meet the goals of the business.",27
P000201,resume_classification_phrases,DS2_00074,4,"05/1999 to 11/2012 Office Administration Department Manager Company Name – City , State 05/1997 to 05/1999 Accounts Receivable Coordinator Company Name – City , State Implemented Quickbooks Pro accounting software to enhance efficiency and productivity in Accounts Receivable.",30
P000202,resume_classification_phrases,DS2_00074,4,"05/1999 to 11/2012 Office Administrator Department Manager Company Name – City , State Supervised Administrative Staff by allocating work and ensuring deadlines were met.",20
P000203,resume_classification_phrases,DS2_00297,13,"05/2000 to 04/2004 Accounting Manager Company Name － City , State Supervised one staff accountant.",11
P000204,resume_classification_phrases,DS2_00041,0,"05/2000 to 11/2008 Coordinator/International Student Advisor/Secretary Company Name － City , State Drafted meeting agendas, supplied advance materials and executed follow-up for meetings and team conferences.",19
P000205,resume_classification_phrases,DS2_00394,18,"05/2002 to 02/2007 Accounting and Human Resources Manager Company Name － City , State",10
P000206,resume_classification_phrases,DS2_00003,2,"05/2002 to 03/2006 Sr. Technical Analyst Company Name － City , State Coordinated with analysts/programmers to evaluate, modify, test, debug, and maintain applications.",17
P000207,resume_classification_phrases,DS2_00308,9,"05/2003 to 11/2003 Licensed Title and Escrow Officer Company Name － City , State Actively communicated and assisted realtors, mortgage bankers, and loan officers with real estate transactions of all types.",27
P000208,resume_classification_phrases,DS2_00498,18,"05/2005 to 06/2009 Senior Accountant Company Name － City , State Responsible for property and development accounting for several entities which includes preparation financial statements.",21
P000209,sales_phrases,37360517,SALES,"05/2006 to 10/2012 Nursing Assistant Company Name － City , State Communicate with patients to ascertain feelings or need for assistance or social and emotional support.",22
P000210,resume_classification_phrases,DS2_00405,1,"05/2008 to 05/2014 Owner/ manager/desiner Company Name － City , State I was responsible as the owner/ manager for all the shop and it day to day operations.",21
P000211,resume_classification_phrases,DS2_00518,16,"05/2008 to 06/2009 Assistant VP Company Name － City , State Managed details of conference calls, travel arrangements and meetings, itineraries, expense reports, sample garments, etc.",22
P000212,resume_classification_phrases,DS2_00248,4,"05/2009 to 07/2011 Assistant Supervisor Company Name － City , State Maintained contact with kitchen staff, management, serving staff, and customers to ensure that dining details are handled properly and customers' concerns are addressed.",30
