Phrase_ID,Resume_ID,Category,Phrase,Word_Count
P000313,29134721,SALES,"Used & excelled in technical writing skills using Microsoft Business Office Suite products, Camtasia, and Snag It, Supported SIT and UAT testing of state applications.",24
P000314,29134721,SALES,"Conducted training of SPIDeR and Data Warehouse to state and local administrators, VDSS Help Desk and program managers in classroom, individual and onsite settings.",24
P000315,29134721,SALES,"Identified and scheduled training locations, environment and timeframe to facilitate successful sessions.",12
P000316,29134721,SALES,Classroom training developed to accommodate self-guided training for posting to VDSS training website.,12
P000317,29134721,SALES,"Conducted ""Train the Trainer"" sessions statewide supporting a ""super user"" concept.",11
P000318,29134721,SALES,"Lead ""Super User"" workgroups in training software, hardware installs, troubleshooting, detailed application knowledge, and the handling of business intelligence rules for transition to a state multiple search application.",28
P000319,29134721,SALES,"Conducted workshops on topics such as ""Train the Trainer"" and ""Super Users"" for DSS staff.",15
P000320,29134721,SALES,"January 2006 to January 2008 Company Name City , State Training Consultant/Business Analyst Installation of Electronic Filing System and Reporting software, scanners, printers.",21
P000321,29134721,SALES,Developed training materials and IT operator manuals.,7
P000322,29134721,SALES,Trained over 200 employees independently.,5
P000323,29134721,SALES,Facilitated focus groups consisting of 15 staff members.,8
P000324,29134721,SALES,"Analyzed agency's business processes, documenting requirements and workflow in preparation for installation and training.",14
P000325,29134721,SALES,"January 2001 to January 2006 Company Name City , State Training Director/Business Consultant Lead business and workflow consultant.",16
P000326,29134721,SALES,"Director of Training for 8 traveling trainers, managing technical and non-technical training projects.",12
P000327,29134721,SALES,"Developed coursework for various learning environments to include classroom, individual, and onsite.",12
P000328,29134721,SALES,Managed day to day training needs of 33 local DSS agencies and 8 traveling EZ-Filer trainers.,15
P000329,29134721,SALES,Developed various versions of User's manual to accommodate multiple versions of EZ-Filer software.,12
P000330,29134721,SALES,"Utilized various training techniques to accommodate various user learning levels, medically and physically challenged users.",15
P000331,29134721,SALES,"Install hardware such as PC's, Scanners, printers, Signature pads, Assisted in company's marketing events Trained Voice Recognition software, Dragon Naturally Speaking 7.0.",21
P000332,29134721,SALES,"Expertise in interpreting Local, State and Federal program policies.",9
P000333,29134721,SALES,"Workflow specialist, created business process for the Medicaid ""Smart Card"" concept.",11
P000334,29134721,SALES,Maintained inventory control for technical and non-technical supplies for Ez-Filer training staff.,10
P000335,29134721,SALES,"Education and Training 12 Buckingham County High School City , State , USA High School Diploma : Business Skills Business intelligence, Business process, Business solution,   Project concept to Project Success Curriculum development,   Excellent customer service, Data Warehouse,   Functional,",35
P000336,18062906,SALES,"SALES Summary Extremely loyal, ambitious and a hard working individual looking to leverage my high level of",17
P000337,18062906,SALES,customer service skills to excel in a professional sales environment.,10
P000338,18062906,SALES,Experience Sales January 2014 Company Name － State Care Wear Uniforms 2014 ·Replenish product bins and product racks.,16
P000339,18062906,SALES,"Set up ""retail"" type stores in said various hospitals.",9
P000340,18062906,SALES,Inform customers about new product.,5
P000341,18062906,SALES,Assist customers with their purchases.,5
P000342,18062906,SALES,"Receiving and preparing product, maintaining the Grocery floor and displays, and selling product in support of regional Grocery standards.",19
P000343,18062906,SALES,"Providing courteous, friendly, and efficient customer service ·Give every customer immediate and undivided attention.",13
P000344,18062906,SALES,"Surprise and delight the customers with consistent, delicious food.",9
P000345,18062906,SALES,"Ensure a fresh and appealing display by keeping cases and shelves clean and well stocked by front-facing, checking codes, rotating, and removing out-of-date products.",22
P000346,18062906,SALES,Maintain accurate department signage and pricing.,6
P000347,18062906,SALES,"Stock and clean grocery shelves, bulk bins, frozen and dairy case.",11
P000348,18062906,SALES,"Keep Grocery department clean, sweep floors and maintain sweep logs.",10
P000349,18062906,SALES,"Assist with sampling program, keeping sample areas full, clean, and appealing.",11
P000350,18062906,SALES,Follow and comply with all applicable health and sanitation procedures and adhere to safe work practices.,16
P000351,18062906,SALES,Operate and sanitize all Grocery equipment in a safe and proper manner.,12
P000352,18062906,SALES,"Road Safety 2013 ·Controls movement of vehicular traffic through construction projects: Discusses traffic routing plans, and type and location of control points with superior.",23
P000353,18062906,SALES,Distributes traffic control signs and markers along site in designated pattern.,11
P000354,18062906,SALES,"Directs movement of traffic through site, using sign, hand, and flag signals.",12
P000355,18062906,SALES,Warns construction workers when approaching vehicle fails to heed signals to prevent accident and injury to workers.,17
P000356,18062906,SALES,Informs drivers of detour routes through construction sites.,8
P000357,18062906,SALES,"Paragon Products-El Dorado Hills 2011 ·Assembly of inverters including soldering capacitors, modifying boards, assembling hardware, hi-pot testing and frequency setting.",17
P000358,18062906,SALES,Mixing and pouring of epoxy to pot electronics assemblies.,9
P000359,18062906,SALES,"Validate, troubleshoot, and repair pumps using predefined pass/fail criteria ·Installs inverters on pump assemblies ·Record completed serial numbers in Macola database.",18
P000360,18062906,SALES,"Relish Burger Bar-El Dorado Hills 2010 ·Inspect, arrange, and run food in an up-tempo environment ·Assist managers and other staff members in the upkeep of the restaurant ·Interact with customers and ensure customer satisfaction while upselling seasonal and promotional items.",35
P000361,18062906,SALES,"Red Robin 2008 ·Inspect, arrange, and run food in an up-tempo environment ·Assist managers and other staff members in the upkeep of the restaurant ·Interact with customers and ensure customer satisfaction while upselling seasonal and promotional items.",33
