Log_ID,Phrase_ID,Original_Phrase,Split_Output,Phrase_Type,Competency,Decision,Confidence,Reason,Model,Prompt_Version,Timestamp
LOG_000387,P_008498,"This individual will develop and execute product mix and pricing models, while identifying, initiating, cultivating, and managing supplier relationships.","Identify, initiate, cultivate, and manage supplier relationships.",Competency,Communal,Split,90,Behavioral trait/relationship management.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389597
LOG_000388,P_004635,What You'll Do Coach sales team members to achieve their highest level of performance and exceed their bookings and sourcing targets.,Coach sales team members to achieve their highest level of performance and exceed their bookings and sourcing targets.,Competency,Agentic,Keep,90,Leadership and coaching task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389601
LOG_000389,P_008465,"Under the hood, we build systems to manage sourcing of cars, inspection, photography, merchandising, reconditioning, financing, insurance, shipping and many more.","Build systems to manage sourcing, inspection, photography, merchandising, reconditioning, financing, insurance, and shipping.",Requirement,Neutral,Keep,95,Operational/Technical task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389604
LOG_000390,P_006711,a thorough understanding of the transaction cycle of credit documentation,Thorough understanding of the transaction cycle of credit documentation.,Requirement,Neutral,Keep,95,Domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389607
LOG_000391,P_018319,Support delivery and sales team in cross-sells and upsells Willing to go the extra mile by proactively looking for opportunities that will surprise and delight your client.,Support delivery and sales team in cross-sells and upsells.,Requirement,Neutral,Split,95,Operational task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389609
LOG_000392,P_018319,Support delivery and sales team in cross-sells and upsells Willing to go the extra mile by proactively looking for opportunities that will surprise and delight your client.,Proactively looking for opportunities that will surprise and delight your client.,Competency,Communal,Split,90,Soft skill behavior.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389610
LOG_000393,P_019508,No experience needed 18 and above,18 and above.,Requirement,Neutral,Keep,100,Employment criteria.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389613
LOG_000394,P_022706,Manage and lead client interactions and meetings.,Manage and lead client interactions and meetings.,Competency,Communal,Keep,90,Soft skill engagement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389615
LOG_000395,P_008271,"Leads the project team (SE), responsible for the target and disciplinary",Leads the project team.,Competency,Agentic,Keep,95,Leadership trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389618
LOG_000396,P_008502,"- Managing end-to-end vendor relationships, including identification, contract negotiation, product assortment, marketing programs, and communications.","Managing end-to-end vendor relationships, including identification, contract negotiation, product assortment, marketing programs, and communications.",Requirement,Neutral,Keep,95,Operational tasks.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:39:52.389620
LOG_000397,P_020261,"Job Responsibilities As a Sales Manager, you will be required to build long-term business relationships in the APAC region and facilitate our client's expansion in the market.",Build long-term business relationships in the [Location] region.,Competency,Communal,Split,95,Maps to relationship-building.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342197
LOG_000398,P_020261,"Job Responsibilities As a Sales Manager, you will be required to build long-term business relationships in the APAC region and facilitate our client's expansion in the market.",Facilitate client expansion in the market.,Competency,Agentic,Split,90,Maps to facilitate.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342214
LOG_000399,P_006326,"Our working culture is ambitious, flexible, and modern.",Ambitious culture.,Competency,Agentic,Split,95,Maps to ambitious.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342221
LOG_000400,P_007963,"Location: Stavanger, Norway Are you excited by challenges?",Location: [Location].,Requirement,Neutral,Split,100,Neutral information.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342228
LOG_000401,P_012897,"S/he will have a track record of success at driving results, partnering cross functionally, and professionally representing customers' needs/perspectives to the various stakeholders.",Track record of driving results.,Competency,Agentic,Split,95,Maps to results-driven.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342233
LOG_000402,P_012897,"S/he will have a track record of success at driving results, partnering cross functionally, and professionally representing customers' needs/perspectives to the various stakeholders.",Partnering cross-functionally.,Competency,Communal,Split,95,Maps to cross-functional collaboration.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342236
LOG_000403,P_012897,"S/he will have a track record of success at driving results, partnering cross functionally, and professionally representing customers' needs/perspectives to the various stakeholders.",Representing customers' needs/perspectives to stakeholders.,Competency,Communal,Split,95,Maps to stakeholder engagement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342240
LOG_000404,P_022713,Experience in an Account Management or sales-oriented role (an asset).,Experience in an Account Management or sales-oriented role.,Requirement,Neutral,Keep,90,Hard skill/domain experience.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342246
LOG_000405,P_002360,"Provide management to a unit by establishing goals and objectives, assigning tasks and reviewing work at frequent levels.","Provide management to a unit by establishing goals, objectives, assigning tasks and reviewing work.",Competency,Agentic,Keep,90,Maps to leader and management.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342251
LOG_000406,P_006708,Responsibilities Include Deliver best-in-class documentation negotiation management and transaction execution of credit facilities and ancillary documentation.,Deliver documentation negotiation management and transaction execution of credit facilities.,Requirement,Neutral,Keep,95,Hard skill/domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342257
LOG_000407,P_009128,Your new role Daily Tasks Will Involve Your new role will be a Sales Support Representative.,Sales Support Representative.,Requirement,Neutral,Keep,100,Job title/role definition.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342262
LOG_000408,P_010406,"and for working in a global, cross-cultural, and multilingual organization in particular","Experience working in a global, cross-cultural, and multilingual organization.",Requirement,Neutral,Keep,90,Work environment experience.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342267
LOG_000409,P_008275,"Defines resources and requests approvals (project team, budget, infrastructure, tools, software)","Defines resources and requests approvals (project team, budget, infrastructure, tools, software).",Requirement,Neutral,Keep,95,Operational task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342272
LOG_000410,P_000429,"Bachelor's degree Five or more years of proven sales track record with larger, complex accounts with multiple locations",Bachelor's degree.,Requirement,Neutral,Split,100,Educational requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342278
LOG_000411,P_000429,"Bachelor's degree Five or more years of proven sales track record with larger, complex accounts with multiple locations","Five or more years of sales track record with larger, complex accounts.",Requirement,Neutral,Split,95,Experience requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342281
LOG_000412,P_008106,and ensuring all respondents are prepared according to client requirements.,Ensuring all respondents are prepared according to client requirements.,Competency,Communal,Keep,90,Maps to service-oriented/customer-focused.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342287
LOG_000413,P_020950,This position is only open for Singapore Citizen or Permanent Resident.,Must be [Location] Citizen or Permanent Resident.,Requirement,Neutral,Keep,100,Legal/Eligibility requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342292
LOG_000414,P_008102,"The Project Manager is responsible for the day-to-day management of multiple studies, both domestic and international, with a focus on qualitative & quantitative research.","Management of multiple studies, both domestic and international, with a focus on qualitative & quantitative research.",Requirement,Neutral,Keep,95,Domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342298
LOG_000415,P_009679,"Analyzing data and trends in the region, and making informed recommendations to the sales team and managers.","Analyzing data and trends, and making recommendations to the sales team.",Competency,Agentic,Keep,95,Maps to analytical and effective.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342304
LOG_000416,P_018159,You are highly goal driven and work well in fast paced environments You are a strong mentor and coach who builds high performing teams You are adaptable and thrive in changing environments What's on Offer?,Goal driven.,Competency,Agentic,Split,100,Maps to goal-oriented.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342310
LOG_000417,P_018159,You are highly goal driven and work well in fast paced environments You are a strong mentor and coach who builds high performing teams You are adaptable and thrive in changing environments What's on Offer?,Strong mentor and coach.,Competency,Communal,Split,100,Maps to mentor.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342313
LOG_000418,P_018159,You are highly goal driven and work well in fast paced environments You are a strong mentor and coach who builds high performing teams You are adaptable and thrive in changing environments What's on Offer?,Builds high performing teams.,Competency,Communal,Split,100,Maps to team-oriented.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342317
LOG_000419,P_018159,You are highly goal driven and work well in fast paced environments You are a strong mentor and coach who builds high performing teams You are adaptable and thrive in changing environments What's on Offer?,Adaptable.,Competency,Agentic,Split,95,Maps to capable/resourceful.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342320
LOG_000420,P_006892,Able to train his subordinates effectively.Achievement OrientationConsistency in target achievement.,Train subordinates effectively.,Competency,Communal,Split,95,Maps to mentoring.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342326
LOG_000421,P_006892,Able to train his subordinates effectively.Achievement OrientationConsistency in target achievement.,Achievement Orientation.,Competency,Agentic,Split,100,Maps to achievement-oriented.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342329
LOG_000422,P_018147,"Negotiating favourable terms on pricing, payment, delivery lead times and other key areas.","Negotiating favourable terms on pricing, payment, and delivery lead times.",Competency,Agentic,Keep,95,Maps to persuasive/decisive.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342336
LOG_000423,P_004045,Significant experience with a CRM program,Significant experience with a CRM program.,Requirement,Neutral,Keep,100,Software knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342342
LOG_000424,P_008277,Apply the Bosch Project Management central directive,Apply the [Company] Project Management central directive.,Requirement,Neutral,Keep,90,Company process requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342349
LOG_000425,P_020941,Role Description This position reports to the Supply Chain Manager and interfaces with the other team members.,Reports to the Supply Chain Manager and interfaces with other team members.,Requirement,Neutral,Keep,100,Role structure.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342355
LOG_000426,P_023939,Experience and Skills Required Minimum 3 years of sales leadership experience Minimum 5 years of experience in business development or partnership management.,Minimum 3 years of sales leadership experience.,Requirement,Neutral,Split,100,Experience requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342362
LOG_000427,P_023939,Experience and Skills Required Minimum 3 years of sales leadership experience Minimum 5 years of experience in business development or partnership management.,Minimum 5 years of experience in business development or partnership management.,Requirement,Neutral,Split,100,Experience requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342365
LOG_000428,P_007429,Previous exposure to a culturally diverse working environment Shared Service Centre experience Previous credit control experience in Multinational organisation.,Previous exposure to a culturally diverse working environment.,Requirement,Neutral,Split,90,Work environment experience.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342372
LOG_000429,P_007429,Previous exposure to a culturally diverse working environment Shared Service Centre experience Previous credit control experience in Multinational organisation.,Shared Service Centre experience.,Requirement,Neutral,Split,100,Domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342375
LOG_000430,P_007429,Previous exposure to a culturally diverse working environment Shared Service Centre experience Previous credit control experience in Multinational organisation.,Previous credit control experience in Multinational organisation.,Requirement,Neutral,Split,100,Domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342378
LOG_000431,P_008103,"The PM will actively and directly manage all aspects of each project, to ensure successful project completion, on time and within budget, while meeting and exceeding client expectations.","Manage all aspects of each project to ensure successful project completion on time and within budget, while meeting client expectations.",Competency,Agentic,Keep,95,Maps to goal-oriented/successful.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:00.342385
LOG_000432,P_008515,"- High level of critical thinking skills WE VALUE - SAP Knowledge an advantage - Industry experience in the Access Control and/or Fire industry We look for people driven by a desire to contribute, be challenged, and grow.",High level of critical thinking skills.,Competency,Agentic,Split,95,Maps to analytical/logical dictionary.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:02.767728
LOG_000433,P_008515,"- High level of critical thinking skills WE VALUE - SAP Knowledge an advantage - Industry experience in the Access Control and/or Fire industry We look for people driven by a desire to contribute, be challenged, and grow.",SAP Knowledge.,Requirement,None,Split,95,Hard skill/Software knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:02.767749
LOG_000434,P_008515,"- High level of critical thinking skills WE VALUE - SAP Knowledge an advantage - Industry experience in the Access Control and/or Fire industry We look for people driven by a desire to contribute, be challenged, and grow.",Industry experience in the Access Control and/or Fire industry.,Requirement,None,Split,95,Domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:02.767757
LOG_000435,P_008515,"- High level of critical thinking skills WE VALUE - SAP Knowledge an advantage - Industry experience in the Access Control and/or Fire industry We look for people driven by a desire to contribute, be challenged, and grow.","Driven by a desire to contribute, be challenged, and grow.",Competency,Agentic,Split,90,Maps to achievement-oriented/driven dictionary.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:02.767763
LOG_000436,P_018380,Robert Half International Pte Ltd. Co.,,None,None,Remove,100,Company name.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:02.767774
LOG_000437,P_002409,"Excellent communications skills, both written and verbal.",Excellent written communication skills.,Competency,Agentic,Keep,100,Maps to written communication dictionary.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:02.767784
LOG_000438,P_002409,"Excellent communications skills, both written and verbal.",Excellent verbal communication skills.,Competency,Agentic,Keep,100,Maps to communicative/presentation dictionary.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:02.767790
LOG_000439,P_000200,Top 40 printer in USA,,None,None,Remove,100,Award/marketing statement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:02.767799
LOG_000440,P_018376,"As a business partner, you will provide timely and accurate insights, analysis and business cases to support decision making processes relating to distribution and supply chain strategies.","Provide timely and accurate insights, analysis and business cases to support decision making processes relating to distribution and supply chain strategies.",Requirement,None,Keep,90,Professional task responsibility requiring specific domain experience.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:40:02.767808
